name,description,target_areas,benefits,preparatory_poses,followup_poses,instructions,variation,url,sanskrit_Name,pose_Type,Anatomies,alternate_name,position
half frog pose,"['Ease up into Half Frog Pose, called Ardha Bhekasana in Sanskrit. This pose strengthens the back while gently opening up the shoulders, chest, and thighs—a loving treat for the entire body.']",['Full body'],"['Half Frog Pose stretches the front of thighs (quadriceps) and ankles, plus it gently strengthens your back.']","['Bhujangasana (Cobra Pose)', 'Setu Bandha Sarvangasana (Bridge Pose)', 'Supta Virasana (Reclining Hero Pose)', 'Virasana (Hero Pose)']","['Adho Mukha Svanasana (Downward-Facing Dog Pose)', 'Garudasana (Eagle Pose)', ', arms only']","['Begin in Sphinx Pose, pressing down with all ten toenails, spinning your inner thighs to the ceiling, and firming your outer ankles into your midline.', 'Keeping your left elbow in front of your left shoulder, move your hand so your fingers point toward your right wrist and your forearm is at a diagonal.', 'Press down with your left forearm to roll your left shoulder back and up away from the floor.', 'Extend your sternum away from your navel, and broaden your collarbones to lift and open your chest.', 'Place your right hand next to your lower ribs with your fingers pointing forward and your shoulder at elbow height as in Chaturanga Dandasana (Four-Limbed Staff Pose).', 'Bend your right knee, aiming your foot toward your right buttock; keep your right knee pinned into your midline.', 'Keeping the Chaturanga shape, place your right hand on the top of your right foot with your fingers still pointing forward.', 'Gently press down with your right hand while moving your right heel to the outside of your buttock.', 'To deepen the stretch in your quadriceps, descend your tailbone and lift your right knee any amount.', 'Continue to lift your chest and pin your left shoulder back and up.', 'Hold for 5–10 breaths, then release. Repeat on the other side.']","['If it is hard to reach your foot, use a looped strap to extend your reach.']",https://www.yogajournal.com/poses/half-frog-pose/,Ardha Bhekasana,"['Chest-Opening Yoga Poses', 'Yoga Backbends']","['Glutes', 'Kidneys', 'Belly', 'Back', 'Back', 'Thighs', 'Spine', 'Shoulders', 'Pelvis', 'Arms', 'Heart', 'Knees', 'Legs', 'Lungs', 'Ankles', 'Hips', 'Back', 'Abs']",,[]
garland or squat pose,"[""An excellent facilitator of good pelvic floor health, Garland Pose, called Malasana in Sanskrit, stretches the ankles, groins, and back while stimulating proper digestion. No worries if your heels don't reach the floor—simply rest them on a folded blanket.""]",[],"['Stretches the ankles, groins and back torso', 'Tones the belly']","['Baddha Konasana', 'Upavistha Konasana', 'Virasana']","['Uttanasana', 'Adho Mukha Svanasana', 'Bhujangasana']","['Cue students to bring their feet mat-width apart, place their hands in prayer and bend their knees till their seats rest on or near the floor. A block is a great prop under the bum. Heels may be lifted. Elbows will be between the knees. Elbows can nudge the knees open while the knees hug into the elbows for the benefits of strengthening the inner thighs.', 'One variation of the pose involves the arms extend around the body. Prep them first. Have students take the right arm in front of the right shin and the left hand high to the sky or wrapped around the back. Repeat on the other side. Then cue them to try it again seeing if the right hand can wrap around to the back while the left hand may meet it. Once they have the bind, they may fold forward bring the head closer to the ground.', 'Until a student can bind, cue them to point the toes forward so the feet are parallel. This is a fun, accessible challenge.']",[],https://www.yogajournal.com/poses/garland-pose/,Malasana,['Standing Yoga Poses'],"['Hands', 'Belly', 'Back', 'Thighs', 'Spine', 'Pelvis', 'Knees', 'Legs', 'Ankles', 'Back']",,
firefly pose,"['In Tittibhasana (Firefly Pose) your legs extend forward like a firefly’s antennae. But that’s not the posture’s only connection to it’s namesake. Fireflies glow from within, and this pose invites you to do just that. So harness your inner energy, and get ready to shine.', 'This a demanding posture. Lifting your pelvis while bringing your thighs parallel to the floor requires a strong core, hip flexors, and arms. It also calls for energy and concentration. That might be why yoga teacher', 'suggests\xa0saving it for days when your energy is high and you feel really strong.']",['Upper body'],"['Firefly pose stretches the hamstring, groin, and back torso; improves']",['Uttanasana (Standing Forward Bend)'],['Uttanasana (Standing Forward Bend)'],"['Start in a', 'Standing Forward Bend', ', with your toes pointing slightly out and your knees slightly bent.', 'Take your right hand through your legs to clasp your right calf, placing your right shoulder behind your right knee. Then place your right hand on the floor behind your heel with fingers facing forward.', 'Repeat this process on the left side.', 'Tilt your chest forward and carefully lower your legs onto the backs of your upper arms.', 'Inhale, lift your feet off the mat and straighten your legs.', 'Your feet can be pointed or flexed.', 'Hold the pose for 15 seconds or longer, then release your feet to the floor with an exhale.']","['If you’re still building up the strength and stability to fully straighten both legs, keep them low to the ground.']",https://www.yogajournal.com/poses/firefly-pose/,Tittibhasana,['Arm Balance Yoga Poses'],"['Hamstrings', 'Hands', 'Belly', 'Back', 'Wrists', 'Back', 'Thighs', 'Shoulders', 'Arms', 'Legs', 'Flexors', 'Back', 'Abs']",,[]
handstand,"['Adho Mukha Vrksasana (Handstand or Downward-Facing Tree Pose) is an inversion that gives you a sense of how to move through life’s challenges, broadens your horizons, and presents exciting new possibilities. What more could you ask from a pose?', '“Handstand, like all balancing poses, requires that you feel comfortable with instability,” says Linda Sparrowe, former managing editor of', ', and author of several yoga books. “When faced with instability of any kind—physical or mental—most of us tend to recoil immediately and try to regain control by locking things tightly in place. Ironically, this reaction only serves to make us more rigid and less able to make minute and sensitive adjustments to bring ourselves back into balance.”', 'Handstand demands that you treat yourself lightly, both literally and figuratively.']",['Full body'],"['Handstand builds strength in the shoulders, back, and abdomen, while uplifting your mood and increasing confidence.']",['Marjaryasana (Cat Pose)'],['Balasana (Child’s Pose)'],"['Begin in', 'Downward-Facing Dog', '.', 'Bring your wrist creases parallel to the front edge of the mat. Turn your upper arms forward toward the wall in front.\xa0 Press down evenly through your hands.', 'On an inhalation, lift your heels. On an exhalation, step your right foot 1/3 to 1/2 of the way to your hands and shift your shoulders forward and directly over your wrists. Bend your right knee slightly and keep your left leg straight.', 'At the end of your next exhalation, push off your forward foot to lift your left leg into Standing Splits, keeping your shoulders over your wrists. Lift your left inner thigh. Press down into your hands and straighten your arms.', 'Fix your gaze on a point between and slightly ahead of your index fingers.', 'Bend your right knee deeply and take a small hop off your right foot. As you transition weight to your hands, lift up through your left inner thigh. Repeat until you bring your right leg alongside your left leg. Do not focus on swinging your right leg overhead. Instead, focus on bringing your hips over your shoulders.', 'When you are able to bring your right leg alongside your left, bring your legs together. Draw your low belly in and reach your tailbone toward your heels. Reach your heels away from your shoulders.', 'Remain here for 5–8 breaths. To exit the pose, slowly release one leg at a time to the floor and pause in', 'Standing Forward Bend', '.']","['Start in Downward-Facing Dog Pose with your toes on the ground and heels against the wall. Slowly walk your feet up the wall until they are parallel to the mat. Stay for several breaths, then lower back down. Come into', 'Child’s Pose', 'or a restful pose for a few breaths.']",https://www.yogajournal.com/poses/handstand/,Adho Mukha Vrksasana,"['Balancing Yoga Poses', 'Inversion Yoga Poses', 'Strengthening Yoga Poses']","['Hands', 'Wrists', 'Spine', 'Shoulders', 'Arms', 'Legs', 'Lungs']",,[]
high lunge,['Counteract the effects of Modern-Day Sitting Syndrome by lengthening your hip flexors in High Lunge.'],"['Legs, arms, and groins']",['High Lunge can be practiced to help relieve indigestion and constipation. It can also help ease symptoms of sciatica.'],['Virabhadrasana I (Warrior I)'],['Uttanasana (Standing Forward Bend)'],"['From', 'Uttanasana', '(Standing Forward Bend), bend your knees and, with an inhale, step your left foot back toward the back edge of your mat, with the ball of the foot on the floor. Step back far enough so that your right knee can form a right angle.', 'Lay your torso on your front thigh and lengthen it forward. To soften your right groin, imagine that the thigh is sinking toward the floor under your torso’s weight. Look forward. Simultaneously, firm the left thigh and push it up toward the ceiling, holding the left knee straight. Stretch your left heel toward the floor.', 'Exhale and step your right foot back beside the left. Repeat the above instructions, but reverse left and right. Or come into', 'Adho Mukha Svanasana', '(Downward-Facing Dog), inhale, and step the right foot forward between your hands.']",[],https://www.yogajournal.com/poses/high-lunge/,,['Standing Yoga Poses'],"['Thighs', 'Legs', 'Flexors']",,['stand']
heron pose,['Heron Pose is an intense hamstring stretch. You may need to give Krounchasana some time.'],[],"['Stretches the hamstrings', 'Stimulates the abdominal organs and heart']",['Adho Mukha Svanasana'],"['Krounchasana is usually performed as part of a longer seated forward bend sequence. In a typical Iyengar or Ashtanga sequence it’s usually followed by poses like Marichyasana I (Marichi’s Pose),', 'Upavistha Konasana (Seated Wide Angle Pose)', ', and', 'Paschimottanasana (Seated Forward Bend)', '.']","['Step 1', 'Sit in', 'Dandasan', 'a (Staff Pose). Bring your left leg into Ardha Virasana. Then bend your right knee and place the foot on the floor, just in front of the right sitting bone. Place your right arm against the inside of the right leg (so that your shoulder presses against the inner knee). Cross your hand in front of the right ankle and grasp the outside of the right foot. Finally grasp the inside of the right foot with your left hand.', 'See also', 'Ground Down to Grow Your Heron Pose', 'Step 2', 'Lean back slightly, but keep the front torso long. Firm the shoulder blades against your back to help maintain the lift of the chest. Inhale and raise the leg diagonally to the floor, angled about 45 degrees, or with the foot as high as or slightly higher than your head.', 'For More', 'Seated Poses', 'Step 3', 'Hold this position for 30 seconds to a minute. Then exhale and release the raised leg. Carefully unbend and straighten the left leg (see the description of Virasana [Hero Pose] for the safe way to remove the leg from its position). Repeat with the legs reversed for the same length of time.', 'GO BACK TO A-Z POSE FINDER', 'Step 1', 'Sit in', 'Dandasan', 'a (Staff Pose). Bring your left leg into Ardha Virasana. Then bend your right knee and place the foot on the floor, just in front of the right sitting bone. Place your right arm against the inside of the right leg (so that your shoulder presses against the inner knee). Cross your hand in front of the right ankle and grasp the outside of the right foot. Finally grasp the inside of the right foot with your left hand.', 'See also', 'Ground Down to Grow Your Heron Pose', 'Step 2', 'Lean back slightly, but keep the front torso long. Firm the shoulder blades against your back to help maintain the lift of the chest. Inhale and raise the leg diagonally to the floor, angled about 45 degrees, or with the foot as high as or slightly higher than your head.', 'For More', 'Seated Poses', 'Step 3', 'Hold this position for 30 seconds to a minute. Then exhale and release the raised leg. Carefully unbend and straighten the left leg (see the description of Virasana [Hero Pose] for the safe way to remove the leg from its position). Repeat with the legs reversed for the same length of time.', 'GO BACK TO A-Z POSE FINDER', 'Step 1', 'Sit in', 'Dandasan', 'a (Staff Pose). Bring your left leg into Ardha Virasana. Then bend your right knee and place the foot on the floor, just in front of the right sitting bone. Place your right arm against the inside of the right leg (so that your shoulder presses against the inner knee). Cross your hand in front of the right ankle and grasp the outside of the right foot. Finally grasp the inside of the right foot with your left hand.', 'See also', 'Ground Down to Grow Your Heron Pose', 'Step 2', 'Lean back slightly, but keep the front torso long. Firm the shoulder blades against your back to help maintain the lift of the chest. Inhale and raise the leg diagonally to the floor, angled about 45 degrees, or with the foot as high as or slightly higher than your head.', 'For More', 'Seated Poses', 'Step 3', 'Hold this position for 30 seconds to a minute. Then exhale and release the raised leg. Carefully unbend and straighten the left leg (see the description of Virasana [Hero Pose] for the safe way to remove the leg from its position). Repeat with the legs reversed for the same length of time.', 'GO BACK TO A-Z POSE FINDER', 'Step 1', 'Sit in', 'Dandasan', 'a (Staff Pose). Bring your left leg into Ardha Virasana. Then bend your right knee and place the foot on the floor, just in front of the right sitting bone. Place your right arm against the inside of the right leg (so that your shoulder presses against the inner knee). Cross your hand in front of the right ankle and grasp the outside of the right foot. Finally grasp the inside of the right foot with your left hand.', 'See also', 'Ground Down to Grow Your Heron Pose', 'Step 2', 'Lean back slightly, but keep the front torso long. Firm the shoulder blades against your back to help maintain the lift of the chest. Inhale and raise the leg diagonally to the floor, angled about 45 degrees, or with the foot as high as or slightly higher than your head.', 'For More', 'Seated Poses', 'Step 3', 'Hold this position for 30 seconds to a minute. Then exhale and release the raised leg. Carefully unbend and straighten the left leg (see the description of Virasana [Hero Pose] for the safe way to remove the leg from its position). Repeat with the legs reversed for the same length of time.', 'GO BACK TO A-Z POSE FINDER']","['You can add a twist to this pose. First perform Krounchasana. Then take the outside of the raised leg with the opposite-side hand (turn the thumb down toward the floor), and press the same-side hand on the floor behind you. Exhale and swing the leg slightly to the opposite side (i.e., when the right leg is raised, swing it to the left); at the same time, twist the torso toward the raised leg. Hold for 15 seconds or so. Release the twist as you exhale, return the hands to their original grips on the foot, and lower the raised leg to the floor.']",https://www.yogajournal.com/poses/heron-pose/,Krounchasana,['Seated Yoga Poses'],"['Hamstrings', 'Knees', 'Ankles', 'Hips']",,['sit']
extended puppy pose,"[""A cross between Child's Pose and Downward-Facing Dog, Extended Puppy Pose lengthens the spine and calms the mind.""]",[],['Stretches the spine and shoulders'],"['Adho Mukha Svanasana', 'Virasana']",['Balasana'],"['Step 1', 'Come onto all fours. See that your shoulders are above your wrists and your hips are above your knees. Walk your hands forward a few inches and curl your toes under.', 'More', 'yoga poses for the spine', '.', 'Step 2', 'As you exhale, move your buttocks halfway back toward your heels. Keep your arms active; don’t let your elbows touch the ground.', 'See also', 'Yoga to Help Scoliosis', 'Step 3', 'Drop your forehead to the floor or to a blanket and let your neck relax. Keep a slight curve in your lower back. To feel a nice long stretch in your spine, press the hands down and stretch through the arms while pulling your hips back toward your heels.', 'Step 4', 'Breathe into your back, feeling the spine lengthen in both directions. Hold for 30 seconds to a minute, then release your buttocks down onto your heels.', 'GO BACK TO A-Z POSE FINDER']",[],https://www.yogajournal.com/poses/extended-puppy-pose/,Uttana Shishosana,['Forward Bend Yoga Poses'],"['Back', 'Spine', 'Shoulders', 'Heart', 'Lungs', 'Back', 'Abs']",,[]
extended triangle pose,['Extended Triangle Pose is a quintessential standing pose that stretches and strengthens the whole body.'],['Hips'],['Other Extended Triangle perks:'],['Ardha Uttanasana (Standing Half Forward Bend)'],"['If your legs are too close together, you won’t feel the full benefit of the pose. If your legs are too far apart, you’ll feel unbalanced. The length is unique to you and your legs, so explore the stance to find the foot position that is best for you. You should feel a pleasant stretch, but you shouldn’t feel strained.', 'If you feel unsteady in the pose, brace your back heel against a wall.', 'To keep the back of your body aligned, pretend that you are pressing your head, shoulders, and buttocks against a wall. Or practice alongside an actual wall and press your back body against it.', 'Try to keep your arms in one long line from the floor to the ceiling.', 'If turning your head to face the ceiling is not comfortable on your neck, look straight ahead or down at the mat.']","['From', 'Tadasana (Mountain Pose)', ', step your feet 3 to 4 feet apart. Raise your arms parallel to the floor and reach them actively to the sides, shoulder blades wide, palms down.', 'Turn your left foot in slightly and your right foot forward to face the front of the mat. Align your right heel with your left heel if that’s comfortable for you. Engage your quads.', 'Exhale and extend your torso forward—bending from your hip joint, not the waist—to reach your side body directly over your front leg. Counter the reach by anchoring your left hip to the left. (Imagine someone is trying to pull your hips to the left.) Ground this movement by strengthening the left leg and pressing the outer heel firmly to the floor.', 'When you have reached as far as you are able, hinge at the hip and bring the torso to the right, moving toward your upper body being parallel to the floor. Reach your right hand down toward the floor and stretch your left arm toward the ceiling, in line with the tops of your shoulders. Your hands, arms and shoulders will form a\xa0 straight line, perpendicular to your mat.', 'Open your torso to the left, keeping the left and right sides of the torso equally long. Let the left hip come slightly forward and lengthen the tailbone toward the back heel.', 'Rest your right hand on your shin, ankle, or the floor outside your right foot—whatever is possible without distorting the sides of the torso. Keep your head in a neutral position or turn to look up at your hand or down at the ground.', 'Stay in this pose for 30 to 60 seconds. Inhale to come up, strongly pressing the back heel into the floor and reaching the top arm toward the ceiling. Recenter, then reverse the feet and repeat for the same length of time on the other side.']","['If it isn’t possible to comfortably settle into the traditional version of Extended Triangle Pose, there are ways that you can make the pose more accessible:', 'If you can’t reach the floor without twisting or rounding your back, place a block beneath your shoulder inside your front ankle. Adjust the height of the block to whatever level feels comfortable for you.', 'Rest your bottomo hand on the seat of a chair rather than your shin or the gr0und for added stability and better balance. Or, flip the chair around and rest your hand on the back of the chair rather than the seat.', 'Sit toward the edge of a chair. Carefully move one leg out to the side and straighten your knee. Rotate that thigh externally so your knee faces the ceiling and bring that side hand onto your shin or thigh. Reach up with your other arm. You can look up toward your fingers if that is comfortable for your neck.']",https://www.yogajournal.com/poses/extended-triangle-pose/,Utthita Trikonasana,"['Standing Yoga Poses', 'Strengthening Yoga Poses']","['Belly', 'Back', 'Neck', 'Thighs', 'Spine', 'Knees', 'Legs', 'Hips', 'Back', 'Abs']",,['stand']
eagle pose,"['Garudasana (Eagle Pose) requires careful focus. You must bend your knees, cross your left thigh over your right, hook the top of your foot behind your right calf, spread the scapula and snug your right elbow into the crook of your left, bring your palms to touch, lift your elbows, and stretch your fingers towards the ceiling. Phew!', 'While Garuda is generally translated to “eagle,” it’s actually a mythical bird that those in the Hindu and Buddhist traditions call the “king of the birds.” This magical being carries the god Vishnu through the sky without ever needing to land—because it knows how to ride the wind.', 'You may feel a sense of constriction or tightening while in this pose. Lean into that discomfort to find ease and stability. Release the tension to experience the freedom of riding the wind for yourself.', 'Garudasana (', ')', '= the mythic “king of the birds,” the vehicle of Vishnu. The word is usually rendered into English as “eagle,” though according to one dictionary the name literally means “devourer,” because Garuda was originally identified with the “all-consuming fire of the sun’s rays.”']",['Full Body'],"['You may find it difficult to hook your raised-leg foot behind your standing-leg calf, and then balance on your standing foot. As a short-term option, cross your legs, but instead of hooking your raised foot and calf, press the big toe of your raised-leg foot against the floor to help maintain your balance.']",['Garudasana is usually sequenced near the end of the standing pose series. This pose places intense demands on the shoulders and hips. Include less-challenging poses that target these areas prior to engaging in Eagle Pose. The arm position in the pose is particularly useful in teaching how to widen the back torso in inverted poses like Adho Mukha Vrksasana (Downward-Facing Dog Pose.'],['Balasana (Child’s Pose)'],"['Stand in', 'Tadasana (Mountain Pose)', '. your feet slightly apart, below your sitting bones.', 'Place your hands on your hips, pressing your pelvis down with your hands to ground yourself and feel a sense of connection with the earth. As you ground down, feel a sense of corresponding lift up through the crown of your head and a lengthening of your spine.', 'Bend both knees, lift your right foot, and slowly wrap your right thigh over your left. Then curl your right foot behind your left calf, and hook it there. (You should not feel strain in either knee, and your left knee should be facing forward.)', 'Reach both arms out in front of you and wrap your left arm over your right, crossing the left elbow over the right upper arm. Slide your right hand toward your face, cross your forearms, and press your palms together, raising your elbows to shoulder height.', 'Stay here for five deep breaths, feeling the stretch in your upper back. Return to Tadasana, and repeat on the other side.']","['Photo: Andrew Clark; Clothing: Calia', 'Eagle Pose with a kickstand', 'Cross your legs the best you can without worrying about wrapping your foot all the way around. You can instead place your foot on the ground or a block to help with balance.', 'Photo: Andrew Clark; Clothing: Calia', 'Eagle Pose in a chair', 'Try the pose while seated in a chair to take balancing out of the equation. Simply bring the backs of your hands together.', 'Photo: Andrew Clark; Clothing: Calia', 'Eagle Pose stretch in a chair', 'Try the pose while seated in a chair to take balancing out of the equation. Cross your arms over one another on your chest.', 'Section divider']",https://www.yogajournal.com/poses/eagle-pose/,Garudasana,"['Balancing Yoga Poses', 'Hip-Opening Yoga Poses', 'Standing Yoga Poses']","['Thighs', 'Shoulders', 'Ankles', 'Hips']",,['stand']
four-limbed staff pose,"[""Chaturanga Dandasana is not merely a push-up. This pivotal yoga pose is instrumental—so it's important to practice it properly.""]",['Full Body'],['Other Chaturanga Dandasana Perks:'],['Plank Pose'],['Purvottanasana (Reverse Plank Pose)'],"['From', 'Plank Pose', ', align your shoulders slightly ahead of your wrists and come onto the balls of your feet.', 'Push back through your heels to engage your quadriceps as you reach your sternum forward, creating a straight, taut line of energy from the crown of your head through your feet.', 'On an inhalation, draw your shoulders and the tops of your thighs up and away from the floor. Pull your lower body up and in, and release your tailbone toward the floor.', 'On an exhalation, bend your elbows and slowly lower your body (keeping it as straight as a plank of wood) until your elbows are at around 90 degrees. Keep your elbows directly over your wrists and drawn in against your sides. Press your hands firmly into the floor.', 'Bring your gaze to the floor, about 6 inches in front of you, and continue to lower until your shoulders are at the same height as your elbows.', 'Continue to reach through the heels, sternum, and crown of your head as you breathe.', 'To come out of the pose, exhale and lower down to your belly or push back up to Plank Pose.']","['Here are three variations of Four-Limbed Staff Pose that you can use while working up to the posture—or just enjoy them on their own.', 'If you’re still building arm strength, lower your knees to the mat. Maintain an engaged core.', 'You can get a feel for this challenging position (and take pressure off your shoulders) by practicing it standing upright. Stand and face a wall, a few inches away from the wall. Press your hands against the wall, slightly lower than the level of your shoulders. Imagine that you are trying to push yourself away from the wall, but the firmness of your shoulder blades against the back prevents any movement. Lengthen your tailbone into your heels and lift the top of your sternum toward the ceiling.', 'If your elbows splay out to the side, practice the pose with a strap around your upper arms. Adjust it so the strap contains your arms shoulder-distance apart.']",https://www.yogajournal.com/poses/four-limbed-staff-pose/,Chaturanga Dandasana,"['Arm Balance Yoga Poses', 'Core Yoga Poses', 'Strengthening Yoga Poses']","['Hands', 'Belly', 'Wrists', 'Arms', 'Abs']",chaturanga dandasana,[]
gate pose,['Extend some love to your oft-neglected side body even as you prep for standing poses based on the same shape.'],['Lower body'],['Gate Pose improves posture and counteracts the effects of sitting for extended periods of time.'],['Adho Mukha Svanasana (Downward-Facing Dog Pose)'],['Balasana (Child’s Pose)'],"['Begin kneeling with your knees and feet hip distance apart. Bring your hands to your hips.', 'Press down with all 10 toenails. Keep your pelvis in neutral position, neither tilting forward nor back, as you take your left leg straight out to the side in line with your right knee. Externally rotate from deep in your left hip socket and press the outer edge of your left foot and your left big toe mound into the floor. Keep your right hip directly over your knee.', 'Inhale and take your right arm out to the side, externally rotating so that your palm faces the ceiling.', 'Exhale and lean toward your straight leg, letting your left hand slide down your left leg as much as is comfortable. Do not force the stretch.', 'Turn your head to gaze under your lifted right arm.', 'Gently rotate your chest toward the ceiling. Be sure to keep your top shoulder blade back to avoid rounding the spine forward.', 'Use your inhalations to lengthen your spine and deepen into the side body stretch.', 'To release the pose, slowly stack your shoulders on top of your hips, come back to both knees, and rest on your heels. Repeat on the other side.']","['Place a blanket under your supporting bent knee for padding. Gently lean toward your extended leg (without forcing). Be sure to keep your top shoulder blade back, avoiding rounding the spine forward. Repeat on the other side.']",https://www.yogajournal.com/poses/library/gate-pose-2/,,,"['Hamstrings', 'Kidneys', 'Belly', 'Spine', 'Lungs', 'Abs']",,['stand']
fish pose,"[""Boost the body's energy and fight fatigue with Fish Pose, or Matsyasana in Sanskrit, while building confidence with a loving stretch in the shoulders. It is said that if you perform Matsyasana in water, you will be able to float like a fish.""]",[],"['A traditional text that Matsyasana is the destroyer of all diseases.\x94', 'Stretches the deep hip flexors (psoas) and the muscles (intercostals) between the ribs', 'Stretches and stimulates the muscles of the belly and front of the neck', 'Stretches and stimulates the organs of the belly and throat', 'Strengthens the muscles of the upper back and back of the neck', 'Improves posture']","['Baddha Konasana', 'Bhujangasana', 'Dhanurasana', 'Salabhasana', 'Setu Bandha Sarvangasana', 'Supta Virasana', 'Urdhva Mukha Svanasana', 'Virasana']","['Gomukhasana', 'Setu Bandha Sarvangasana', 'Supta Virasana', 'Ustrasana', 'Virasana']","['Lie on your back on the floor with your knees bent, feet on the floor. Inhale, lift your pelvis slightly off the floor, and slide your hands, palms down, below your buttocks. Then rest your buttocks on the backs of your hands (and don\x92t lift them off your hands as you perform this pose). Be sure to tuck your forearms and elbows up close to the sides of your torso.', 'Inhale and press your forearms and elbows firmly against the floor. Next press your shoulder blades into your back and, with an inhale, lift your upper torso and head away from the floor. Then release your head back onto the floor. Depending on how high you arch your back and lift your chest, either the back of your head or its crown will rest on the floor. There should be a minimal amount of weight on your head to avoid crunching your neck. (For more about this, see the Beginners Tip below.)', 'You can keep your knees bent or straighten your legs out onto the floor. If you do the latter, keep your thighs active, and press out through the heels.', 'Stay for 15 to 30 seconds, breathing smoothly. With an exhalation lower your torso and head to the floor. Draw your thighs up into your belly and squeeze.']","['As mentioned above this pose is typically performed with the legs in Padmasana, a position that’s beyond the capacity of even many experienced students. Here’s a challenging variation of the pose as described above. Perform the pose with the legs straightened on the floor, as described in step 3 above. Then with an exhalation lift the legs off the floor to an angle of 45 degrees relative to the floor. Hold for 15 to 30 seconds, pressing actively through the heels. Finally lower the legs to the floor with an exhalation, and lay the torso and head on the floor.']",https://www.yogajournal.com/poses/fish-pose/,Matsyasana,"['Chest-Opening Yoga Poses', 'Yoga Backbends']","['Belly', 'Neck', 'Spine', 'Flexors', 'Abs']",,[]
downward-facing dog pose,"['Adho Mukha Svanasana (Downward-Facing Dog Pose) is a foundational yoga posture that you’ll likely practice countless times throughout your yoga lifetime.', 'Because this pose is equal parts strengthening and stretching, practicing Down Dog can help to build better balance and flexibility throughout your whole body. Just be sure to practice it with care and attention: If you have stiff shoulders or hamstrings, the pose may feel challenging. If you’re flexible, you want to be cautious to avoid collapsing in your lower back and shoulders.', '“As you find the alignment of this pose, see if you can find alertness and relaxation in the rest of your life,” says', ', a senior teacher and teacher trainer with', '. “Too often in our daily lives these two qualities exist in opposition. On the yoga mat, however, we can learn to inhabit them simultaneously.”', 'Adho Mukha Svanasana (', ')', '= downward', '= face', '= dog']",['Lower Body'],['Other Down Dog perks:'],"['Warm up for Adho Muka Svanasana with spinal stretches such as Cat and Cow Pose, and hamstring stretches such as Standing Forward Bend. Almost any pose can follow Downward-Facing Dog, although if you find it challenging, let yourself drop into a comfortable pose such as Child’s Pose afterward.']","['Child’s Pose (Balasana)', 'Learn more about finding alignment and balancing effort with ease in this pose in', 'Downward-Facing Dog: The Complete Guide for Students and Teachers', '. Access expert insights from top teachers—including anatomy know-how, variations, and more—when you', 'become a member', '. It’s a resource you’ll return to again and again.']","['Come onto your hands and knees, with your hands a tiny bit in front of your shoulders and your knees directly below your hips. Spread your palms, rooting down through all four corners of your hands, and turn your toes under.', 'Exhale and lift your knees from the floor, at first keeping your knees slightly bent and your heels lifted off the floor. Lengthen your tailbone away from the back of your pelvis, lift the sitting bones toward the ceiling, and draw your inner legs from your inner ankles up through your groins.', 'On an exhalation, push your top thighs back and stretch your heels toward the floor. Straighten your knees without locking them.', 'Firm your outer arms and press the bases of your index fingers actively into the floor. Lift along your inner arms from the wrists to the tops of the shoulders. Firm your shoulder blades against your back, then widen them and draw them toward your tailbone. Keep your head between your upper arms.', 'Stay in the pose for 10 or more breaths, then bend your knees on an exhalation and lower yourself into', 'Child’s Pose']",[],https://www.yogajournal.com/poses/downward-facing-dog/,Adho Mukha Svanasana,"['Forward Bend Yoga Poses', 'Standing Yoga Poses', 'Strengthening Yoga Poses']","['Hamstrings', 'Hands', 'Kidneys', 'Back', 'Back', 'Arms', 'Legs', 'Back']",,
dolphin pose,"['Dolphin Pose strengthens the core, arms, and legs, while also nicely opening the shoulders.']",[],"['Calms the brain and helps relieve stress and mild depression', 'Stretches the shoulders, hamstrings, calves, and arches', 'Strengthens the arms and legs', 'Helps relieve the symptoms of menopause', 'Relieves menstrual discomfort when done with head supported', 'Helps prevent osteoporosis', 'Improves digestion', 'Relieves headache, insomnia, back pain, and fatigue', 'Therapeutic for high blood pressure, asthma, flat feet, sciatica']","['Plank Pose', 'Uttanasana', 'Gomukhasana', '(arms only)']","['Salabhasana', '(arms only)']","['Come onto the floor on your hands and knees. Set your knees directly below your hips and your forearms on the floor with your shoulders directly above your wrists. Firmly press your palms together and your forearms into the floor.', 'Curl your toes under, then exhale and lift your knees away from the floor. At first keep the knees slightly bent and the heels lifted away from the floor. Lengthen your tailbone away from the back of your pelvis and press it lightly toward the pubis. Against this resistance, lift the sitting bones toward the ceiling, and from your inner ankles draw the inner legs up into the groins.', 'Continue to press the forearms actively into the floor. Firm your shoulder blades against your back, then widen them away from the spine and draw them toward the tailbone. Hold your head between the upper arms; don’t let it hang or press heavily against the floor.', 'You can straighten your knees if you like, but if your upper back rounds it’s best to keep them bent. Continue to lengthen your tailbone away from the pelvis and lift the top of your sternum away from the floor.', 'Stay between 30 seconds to one minute. Then release your knees to the floor with an exhale.']",[],https://www.yogajournal.com/poses/dolphin-pose-2/,,"['Core Yoga Poses', 'Standing Yoga Poses', 'Strengthening Yoga Poses']","['Back', 'Neck', 'Back', 'Spine', 'Shoulders', 'Arms', 'Heart', 'Back']",,['stand']
